seed,length_mu
sd20_10xs5a3_roothairs.csv,199.3845825
sd20_10xs5a4_roothairs.csv,280.185069
sd20_10xs5a5_roothairs.csv,197.2267288
sd20_10xs61_roothairs.csv,217.7463203
sd20_10xs62_roothairs.csv,174.2385239
sd20_10xs63_roothairs.csv,222.3710938
sd20_10xs64_roothairs.csv,216.5848627
sd20_10xs65_roothairs.csv,254.36763
sd21_10x101_roothairs.csv,306.2190552
sd21_10x102_roothairs.csv,288.6143059
sd21_10x103_roothairs.csv,348.1154185
sd21_10x104_roothairs.csv,269.2124634
sd21_10x106_roothairs.csv,341.6427608
sd21_10x107_roothairs.csv,313.3536354
sd21_10x108_roothairs.csv,298.1863228
sd21_10x11a2_roothairs.csv,363.2628784
sd21_10x11a3_roothairs.csv,371.5973816
sd21_10x11a4_roothairs.csv,247.1745776
sd21_10x11a5_roothairs.csv,288.7762932
sd21_10x11_roothairs.csv,207.691855
sd21_10x121_roothairs.csv,241.7536926
